source,cited,citation_analysis
9549806,11380644,positive
9549806,11380644,neither
9549806,32517693,positive
9549806,33109076,positive
7455767,28666363,positive
7455767,28666363,negative
7455767,22865155,positive
7455767,26812906,positive
7455767,26812906,neither
7455767,21300408,positive
7455767,21300408,neither
7455767,12482465,positive
7455767,12482465,neither
7455767,29412986,positive
7455767,16579719,positive
7455767,16579719,neither
7455767,28179129,positive
7455767,28179129,neither
7455767,25061246,positive
7455767,25061246,negative
7455767,30706518,positive
7455767,30706518,neither
7455767,19261805,positive
7455767,19261805,negative
7455767,22841346,positive
7455767,2775946,positive
7455767,2775946,neither
7455767,9092602,positive
7455767,9092602,neither
7455767,10459393,positive
7455767,10459393,neither
7455767,10363559,positive
7455767,27102057,positive
7455767,27102057,neither
7455767,17641112,positive
7455767,17641112,neither
7455767,7320473,positive
7455767,7320473,neither
7455767,31913978,positive
7455767,17053485,positive
7455767,17053485,neither
7455767,29227897,positive
7455767,12768650,positive
7455767,23996216,positive
7455767,23996216,neither
7455767,15954679,positive
7455767,28604059,positive
7455767,28604059,neither
7455767,23469262,positive
7455767,23469262,neither
7455767,2748771,positive
7455767,2748771,neither
7455767,23278677,positive
7455767,23278677,neither
7591043,18519533,positive
7591043,16171275,positive
7591043,8078854,positive
7591043,8078854,neither
7591043,22901402,positive
7591043,22901402,neither
7591043,11222668,positive
7591043,11222668,neither
7591043,20153670,positive
7591043,20153670,neither
7591043,21459634,positive
7591043,21459634,neither
7591043,19675534,positive
7591043,19675534,neither
7591043,16005288,positive
7591043,16005288,neither
7591043,17035544,positive
7591043,17035544,neither
7591043,25232310,positive
7591043,25232310,neither
7591043,10025686,positive
7591043,10025686,neither
7591043,15229053,positive
7591043,15229053,neither
7591043,9722142,positive
7591043,9722142,neither
7591043,17900774,positive
7591043,17900774,neither
7591043,18772027,positive
7591043,18772027,neither
7591043,8599393,positive
7591043,8599393,neither
7591043,31248729,positive
7591043,31248729,neither
7591043,12531142,positive
7591043,12531142,neither
7591043,10622375,positive
7591043,12598736,positive
7591043,12598736,neither
7591043,15464092,positive
7591043,29249991,positive
7591043,29249991,negative
7591043,30368021,positive
7591043,30368021,neither
7591043,5172928,positive
7591043,4424377,positive
7591043,4424377,neither
7591043,2748771,positive
7591043,2748771,neither
7591043,27551270,positive
7591043,27551270,negative
7591043,24040938,positive
7591043,27816041,positive
7591043,27816041,neither
7591043,15600225,positive
7591043,21144798,positive
7591043,21144798,neither
7591043,23026505,positive
7591043,29069464,positive
7591043,29069464,neither
7591043,23954846,positive
7591043,23954846,neither
7591043,16848798,positive
7591043,16848798,neither
7591043,9483535,positive
7591043,9483535,neither
7591043,24089398,positive
7591043,24089398,neither
7591043,16093388,positive
7591043,16093388,neither
7591043,15111009,positive
7591043,15111009,neither
7591043,30887059,positive
7591043,30887059,neither
7591043,23999947,positive
7591043,23999947,neither
7591043,10479674,positive
7591043,11888570,positive
7591043,11888570,neither
7591043,16076024,positive
7591043,16076024,negative
7591043,30416749,positive
7591043,22778401,positive
7591043,22778401,neither
7591043,2496857,positive
7591043,16051249,positive
7591043,16051249,neither
7591043,23085101,positive
7591043,23085101,neither
7532924,24499013,positive
7532924,24499013,neither
7532924,19955752,positive
7532924,19955752,neither
7532924,26545247,positive
7532924,26545247,neither
7532924,21741545,positive
7532924,21741545,neither
7532924,24652608,positive
7532924,24652608,neither
7532924,28161367,positive
7532924,28161367,neither
7532924,25244484,positive
7532924,25244484,neither
7532924,11050020,positive
7532924,11050020,neither
7532924,21377092,positive
7532924,21377092,neither
7532924,19926780,positive
7532924,19926780,neither
7532924,16489997,positive
7532924,22217100,positive
7532924,22217100,neither
7532924,22547893,positive
7532924,22547893,neither
7532924,24082309,positive
7532924,24082309,neither
7532924,21535281,positive
7532924,16029086,positive
7532924,16029086,neither
7532924,12507357,positive
7532924,12507357,neither
7532924,31194733,positive
7532924,31194733,neither
7532924,25409323,positive
7532924,25409323,neither
7532924,26822353,positive
7532924,26822353,negative
7532924,1202204,positive
7532924,1202204,neither
7532924,8039375,positive
7532924,8039375,neither
7532924,11164876,positive
7532924,11164876,neither
7532924,22984804,positive
7532924,22984804,neither
7532924,19777556,positive
7532924,19777556,neither
7532924,26820586,positive
7532924,26820586,neither
7532924,25161631,positive
7532924,25214675,positive
7532924,25214675,neither
7532924,29601060,positive
7532924,29601060,neither
7532924,26822353,neither
7532924,25161631,neither
7532924,29045575,positive
7532924,29045575,neither
7532924,16376591,positive
7532924,16376591,neither
7532924,30614089,positive
7532924,30614089,neither
7532924,25515105,positive
7532924,25515105,neither
7532924,18573002,positive
7532924,18573002,neither
7532924,16809530,positive
7532924,16809530,neither
7532924,26704856,positive
7532924,26704856,neither
7532924,17468751,positive
7532924,17468751,neither
7532924,29778803,positive
7532924,30418934,positive
7532924,30418934,neither
7532924,15808493,positive
7532924,15808493,negative
7532924,12403997,positive
7532924,12403997,neither
7532924,18353176,positive
7532924,18353176,neither
7532924,25409323,negative
7532924,25515103,positive
7532924,25515103,neither
7532924,26820586,negative
7532924,17622650,positive
7532924,17622650,neither
7532924,21535281,neither
5328609,15741527,positive
5328609,15741527,neither
5328609,18435958,positive
5328609,18435958,neither
5328609,11122588,positive
5328609,11122588,neither
5328609,17167471,positive
5328609,17167471,neither
5328609,10805822,positive
5328609,10805822,neither
5328609,18714778,positive
5328609,18714778,neither
5328609,14592304,positive
5328609,14592304,negative
5328609,20550023,positive
5328609,20550023,neither
5328609,20947003,positive
5328609,20947003,neither
5328609,4337382,positive
5328609,3204420,positive
5328609,3204420,neither
5328609,17512357,positive
5328609,17512357,neither
5328609,10507956,positive
5328609,2407762,positive
5328609,2407762,neither
5328609,15618373,positive
5328609,19733715,positive
5328609,20381661,positive
5328609,20381661,neither
5328609,20947003,negative
5328609,25432152,positive
5328609,25432152,neither
5328609,19733715,neither
5328609,25307200,positive
5328609,25307200,negative
5328609,21855700,positive
5328609,16287771,positive
5328609,16287771,neither
5328609,6219830,positive
5328609,6219830,neither
5328609,17616762,positive
5328609,17616762,neither
5328609,15353537,positive
5328609,15353537,neither
5328609,16912548,positive
5328609,16912548,neither
5328609,22796925,positive
4226519,21875679,positive
4226519,20046194,positive
4226519,20046194,neither
4226519,17079514,positive
4226519,17079514,negative
4226519,17470412,positive
4226519,18929316,positive
4226519,18929316,neither
4226519,14573548,positive
4226519,15262203,positive
4226519,15262203,neither
4226519,19645967,positive
4226519,19645967,neither
4226519,22207008,positive
4226519,22207008,neither
4226519,24380868,positive
4226519,24380868,neither
4226519,14573548,neither
4226519,16817877,positive
4226519,16817877,neither
4226519,17293859,positive
4226519,19151712,positive
4226519,19151712,neither
4226519,17702263,positive
4226519,18493970,positive
4226519,8646281,positive
4226519,8646281,neither
4226519,11153718,positive
4226519,11153718,neither
4226519,12383228,positive
4226519,12383228,neither
4226519,23321809,positive
4226519,23321809,neither
4226519,23326515,positive
4226519,23326515,neither
4226519,22079398,positive
4226519,12040072,positive
4226519,12040072,neither
4226519,19847264,positive
4226519,15687228,positive
4226519,15687228,neither
4226519,10454354,positive
4226519,10454354,neither
4226519,15071108,positive
4226519,15071108,neither
4226519,10837503,positive
4226519,10837503,neither
4226519,17522026,positive
4226519,17522026,neither
4226519,8848497,positive
4226519,2990282,positive
4226519,2990282,neither
9507980,33984824,positive
9507980,33984824,neither
9507980,33984824,negative
9507980,33918017,positive
9507980,33918017,negative
9507980,34129292,positive
9507980,34129292,negative
9507980,32702065,positive
9507980,32702065,neither
9507980,35270244,positive
9507980,33382639,positive
9507980,33382639,neither
9507980,33795493,positive
9507980,33795493,neither
9507980,34501935,positive
9507980,21342424,positive
9507980,21342424,neither
9507980,26837401,positive
9507980,26837401,neither
9507980,34764766,positive
9507980,34501935,neither
9507980,34764766,neither
9507980,32654065,positive
9507980,32654065,neither
9507980,33640864,positive
9507980,33640864,neither
9507980,34403874,positive
9507980,29716570,positive
9507980,29716570,neither
9507980,32505030,positive
9507980,32505030,neither
9507980,34107425,positive
9507980,34107425,neither
9507980,32246787,positive
9507980,32246787,neither
11288323,37684151,positive
11288323,37684151,negative
11288323,34960096,positive
11288323,16687322,positive
11288323,16687322,neither
11288323,29914050,positive
11288323,29914050,neither
11288323,26158896,positive
11288323,26158896,neither
11288323,34713186,positive
11288323,34713186,neither
11288323,27223290,positive
11288323,27223290,negative
11288323,27223290,neither
11288323,21743126,positive
11288323,21743126,negative
11288323,23372552,positive
11288323,23372552,neither
11288323,31114676,positive
11288323,31114676,neither
11288323,28229066,positive
11288323,28229066,neither
11288323,11875196,positive
11288323,11875196,neither
11288323,31191437,positive
11288323,31191437,neither
11288323,31114676,negative
11288323,37664434,positive
11288323,37664434,neither
11288323,20456661,positive
11288323,20456661,neither
11288323,1455130,positive
11288323,1455130,neither
11288323,24478714,positive
11288323,28086973,positive
11288323,28086973,neither
11288323,11290277,positive
11288323,11290277,neither
11288323,31578345,positive
11288323,31578345,neither
11288323,34310277,positive
11288323,34310277,neither
8789227,16171293,positive
8789227,16171293,negative
8789227,22560641,positive
8789227,22560641,neither
8789227,33636423,positive
8789227,18405882,positive
8789227,18688819,positive
8789227,18688819,neither
8789227,29743546,positive
8789227,29743546,neither
8789227,16388912,positive
8789227,16388912,neither
8789227,15862211,positive
8789227,15862211,neither
8789227,11682275,positive
8789227,11682275,neither
8789227,16171293,neither
8789227,30305711,positive
8789227,30305711,neither
8789227,28384471,positive
8789227,28384471,neither
8789227,11459695,positive
8789227,11459695,neither
8789227,32014649,positive
8789227,32931791,positive
8789227,32931791,neither
8789227,34584476,positive
8789227,34584476,neither
8789227,32167495,positive
8789227,32167495,neither
8789227,32014649,neither
8789227,29412976,positive
8789227,15838184,positive
8789227,20829636,positive
8789227,20829636,neither
8789227,6173196,positive
8789227,6173196,neither
8789227,16650779,positive
8789227,31930523,positive
8789227,27190654,positive
8789227,27190654,neither
8789227,12716936,positive
8789227,12716936,neither
8789227,25672928,positive
8789227,21525277,positive
8789227,21525277,neither
8789227,30724415,positive
8789227,30724415,neither
8789227,23997385,positive
8789227,23997385,neither
10577252,30496104,positive
10577252,30496104,neither
10577252,20842008,positive
10577252,20842008,neither
10577252,31135903,positive
10577252,29056414,positive
10577252,29056414,neither
10577252,28875581,positive
10577252,28875581,neither
10577252,33610967,positive
10577252,35653951,positive
10577252,34147026,positive
10577252,34147026,neither
10577252,17624485,positive
10577252,17624485,neither
10577252,31901945,positive
10577252,31901945,neither
10577252,25596964,positive
10577252,25596964,neither
10577252,28728626,positive
10577252,28728626,neither
10577252,27902836,positive
10577252,27902836,neither
10577252,31152334,positive
10577252,35486418,positive
10577252,35486418,neither
10577252,23303884,positive
10577252,23303884,neither
10577252,20332511,positive
10577252,21532953,positive
10577252,21479777,positive
10577252,4808738,positive
10577252,34999880,positive
10577252,34999880,neither
10577252,18426785,positive
10577252,18426785,neither
10577252,29696162,positive
10577252,34546296,positive
10577252,33328044,positive
10577252,33328044,neither
10577252,28888927,positive
10577252,28888927,neither
8653846,23676959,positive
8653846,31791057,positive
8653846,31791057,neither
8653846,22173399,positive
8653846,27476705,positive
8653846,27476705,neither
8653846,15556378,positive
8653846,15556378,neither
8653846,22886843,positive
8653846,22886843,neither
8653846,22886843,negative
10964089,36280789,positive
10964089,32138974,positive
10964089,32138974,neither
10964089,36739007,positive
10964089,36739007,neither
10964089,33381558,positive
10964089,33381558,neither
10964089,30544648,positive
10964089,30544648,neither
10964089,30376054,positive
10964089,30376054,neither
10964089,20924832,positive
10964089,20924832,neither
10964089,37459329,positive
10964089,37459329,neither
10964089,36577766,positive
10964089,36577766,neither
10964089,2748771,positive
10964089,2748771,neither
10964089,18468315,positive
10964089,34423768,positive
10964089,34423768,neither
10964089,30736887,positive
10964089,37325580,positive
10964089,32599063,positive
10964089,32599063,neither
10964089,34186416,positive
10964089,34186416,neither
10964089,26095208,positive
10964089,26095208,neither
10964089,22309157,positive
10964089,33453460,positive
10964089,33453460,neither
3630936,16268373,positive
3630936,16268373,negative
3630936,18519533,positive
3630936,18519533,neither
3630936,11752090,positive
3630936,11752090,neither
7894808,32066695,positive
7894808,32066695,neither
7894808,32662129,positive
7894808,32662129,neither
7894808,31900168,positive
7894808,31900168,neither
7894808,32834833,positive
7894808,32834833,neither
7894808,32853913,positive
7894808,32853913,neither
7894808,32410272,positive
7894808,32410272,neither
7894808,32408252,positive
7894808,32408252,neither
7894808,33102641,positive
7894808,33102641,neither
7894808,28618185,positive
7894808,28618185,neither
7894808,30734486,positive
7894808,30734486,neither
7894808,32246787,positive
7894808,32132521,positive
7894808,32132521,negative
7894808,22526760,positive
7894808,22526760,neither
7894808,26745517,positive
7894808,32112714,positive
7894808,32112714,neither
7894808,15533706,positive
7894808,15533706,neither
7894808,32405111,positive
7894808,32405111,neither
7894808,32485488,positive
7894808,32485488,neither
7894808,25885066,positive
7894808,25885066,neither
7894808,24496489,positive
7894808,24496489,neither
6223387,27136449,positive
6223387,27136449,neither
6223387,26147487,positive
6223387,26147487,neither
6223387,10879578,positive
6223387,10879578,neither
6223387,22865156,positive
6223387,22865156,neither
6223387,25030972,positive
6223387,25030972,neither
6223387,3332317,positive
6223387,3332317,neither
6223387,15149714,positive
6223387,15149714,neither
6223387,6703098,positive
6223387,11358193,positive
6223387,11358193,neither
6223387,8067492,positive
6223387,8067492,neither
6223387,6703141,positive
6223387,6703141,neither
6223387,25867693,positive
6223387,25867693,neither
6223387,19170404,positive
6223387,19170404,neither
6223387,24647705,positive
6223387,24647705,neither
6223387,19939713,positive
6223387,19939713,neither
6223387,19170404,negative
6223387,9105962,positive
6223387,9105962,neither
6223387,23111499,positive
6223387,23111499,neither
6223387,11438246,positive
6223387,11438246,neither
6223387,23852272,positive
6223387,23852272,neither
6223387,25974333,positive
6223387,25974333,neither
6223387,25273306,positive
6223387,25273306,neither
10182819,22033666,positive
10182819,32836185,positive
10182819,32836185,neither
10182819,29991438,positive
10182819,24179309,positive
10182819,24179309,neither
10182819,31277862,positive
10182819,31277862,neither
10182819,28118865,positive
10182819,28118865,neither
10182819,23669093,positive
10182819,21652563,positive
10182819,21652563,neither
10182819,7618029,positive
10182819,7618029,negative
10182819,7660344,positive
10182819,7660344,neither
10182819,29403321,positive
10182819,29403321,neither
10182819,12749557,positive
10182819,12749557,neither
10182819,9493915,positive
10182819,9493915,neither
10182819,29860441,positive
10182819,29860441,neither
10182819,1798888,positive
10182819,31938991,positive
10182819,31938991,neither
10182819,22996794,positive
10182819,24442593,positive
10182819,24442593,neither
10182819,32853919,positive
10182819,32853919,neither
10182819,33576734,positive
10182819,33576734,negative
10182819,22621354,positive
10182819,22621354,neither
10182819,24444223,positive
10182819,24444223,neither
11277903,16171294,positive
11277903,16171294,neither
11277903,9777107,positive
11277903,28162150,positive
11277903,28162150,neither
11277903,15382839,positive
11277903,15382839,neither
11277903,33845515,positive
11277903,33845515,neither
11277903,32515348,positive
11277903,34879903,positive
11277903,34879903,neither
11277903,21677901,positive
11277903,31852958,positive
11277903,31852958,neither
11277903,28095966,positive
11277903,28356176,positive
11277903,28356176,neither
11277903,31913307,positive
11277903,31913307,neither
11277903,28648224,positive
11277903,28648224,neither
11277903,21203376,positive
11277903,35459447,positive
11277903,35459447,neither
11277903,21203376,neither
11277903,30311183,positive
11277903,26951417,positive
11277903,26951417,neither
11277903,22726270,positive
11277903,24047533,positive
11277903,28454598,positive
11277903,28454598,neither
11277903,24313630,positive
11277903,24313630,neither
11277903,27252090,positive
11277903,27252090,neither
11277903,31596205,positive
11277903,26464268,positive
11277903,26464268,neither
11277903,30346277,positive
11277903,31063501,positive
11277903,31063501,neither
11277903,31586788,positive
11277903,31586788,neither
11277903,33823315,positive
11277903,33823315,neither
11277903,33859353,positive
11277903,33859353,neither
11277903,32149700,positive
11277903,32149700,neither
11277903,28678710,positive
11277903,28678710,neither
11277903,31869808,positive
11277903,31869808,neither
11277903,33746774,positive
11277903,33746774,neither
11277903,33909566,positive
11277903,33909566,neither
11277903,24047533,neither
11277903,34310277,positive
11277903,34310277,neither
11277903,11286351,positive
11277903,11083599,positive
11277903,15586793,positive
11277903,23319910,positive
11277903,23319910,neither
11277903,27070243,positive
11277903,27070243,neither
11277903,14996037,positive
11277903,14996037,neither
11277903,36016077,positive
11277903,36016077,neither
11277903,33704050,positive
11277903,33704050,neither
11277903,32515348,neither
11277903,11083599,neither
11277903,31596205,neither
10200120,8464434,positive
10200120,8464434,neither
10200120,31955254,positive
10200120,31955254,neither
10200120,22913604,positive
10200120,21961947,positive
10200120,21961947,neither
10200120,24532997,positive
10200120,24532997,neither
10200120,31881487,positive
10200120,28779504,positive
10200120,28779504,neither
10200120,21358847,positive
10200120,21358847,neither
10200120,32328929,positive
10200120,30510244,positive
10200120,30510244,neither
10200120,18079218,positive
10200120,18079218,neither
10200120,19567489,positive
10200120,19567489,neither
10200120,2791665,positive
10200120,2791665,neither
10200120,26628269,positive
10200120,26628269,neither
10200120,15764748,positive
10200120,21507144,positive
10200120,21507144,neither
10200120,26463320,positive
10200120,8931586,positive
10200120,8931586,neither
10200120,30457069,positive
10200120,30457069,neither
10200120,31189227,positive
10200120,31189227,neither
10200120,24910553,positive
10200120,23541562,positive
10200120,23541562,neither
10200120,27139243,positive
10200120,27139243,neither
10200120,26869712,positive
10200120,24875233,positive
10200120,24875233,neither
10200120,29304864,positive
10200120,29304864,neither
10200120,24910553,neither
10200120,31552426,positive
10200120,31552426,neither
4878664,25018659,positive
4878664,25018659,neither
4878664,8238456,positive
4878664,8238456,neither
4878664,12683469,positive
4878664,12683469,neither
4878664,9768476,positive
4878664,9768476,neither
4878664,20113914,positive
4878664,20113914,neither
4878664,23347113,positive
4878664,23347113,neither
4878664,2349369,positive
4878664,2349369,neither
4878664,15532195,positive
4878664,15532195,neither
4878664,15532196,positive
4878664,15532196,neither
4878664,26194576,positive
4878664,16295210,positive
4878664,16295210,neither
4878664,15459246,positive
4878664,15459246,neither
4878664,18439201,positive
4878664,22138539,positive
4878664,22138539,neither
11144430,33538338,positive
11144430,33538338,neither
11144430,32505065,positive
11144430,32505065,neither
11144430,26833831,positive
11144430,37677850,positive
11144430,37677850,neither
11144430,35470503,positive
11144430,35470503,neither
11144430,25370891,positive
11144430,25370891,neither
11144430,25061767,positive
11144430,25061767,neither
11144430,32653100,positive
11144430,30917591,positive
11144430,26855471,positive
11144430,26855471,neither
11144430,32916080,positive
11144430,32916080,neither
11144430,33119117,positive
11144430,33119117,neither
11144430,26992872,positive
11144430,31858250,positive
11144430,31858250,neither
11144430,36855814,positive
11144430,36855814,negative
11144430,27492685,positive
11144430,27492685,neither
11144430,36526859,positive
11144430,36526859,neither
11144430,26909884,positive
11144430,26909884,neither
11144430,33594644,positive
11144430,32174167,positive
11144430,32174167,neither
11144430,30461315,positive
11144430,31232098,positive
11144430,31232098,neither
11144430,28190157,positive
11144430,28190157,neither
11144430,25530128,positive
11144430,25530128,neither
11144430,35403111,positive
11144430,37325305,positive
11144430,37325305,neither
11144430,37815759,positive
11144430,37815759,neither
11144430,31957127,positive
11144430,34149465,positive
11144430,34149465,neither
11144430,22966732,positive
11144430,22966732,neither
11144430,25794353,positive
11144430,25794353,neither
11144430,22309957,positive
11144430,36575813,positive
11144430,16856785,positive
11144430,23797955,positive
11144430,23797955,neither
11144430,32653100,neither
11144430,23797955,negative
11144430,34521555,positive
11144430,34521555,neither
11144430,36377789,positive
11144430,36227449,positive
11144430,36227449,neither
11144430,36739007,positive
11144430,36739007,neither
11144430,37092426,positive
11144430,35941402,positive
11144430,35941402,neither
11144430,32409017,positive
11144430,32409017,neither
11144430,36572577,positive
11144430,36572577,negative
11144430,37391592,positive
11144430,37391592,neither
11144430,35396872,positive
11144430,35396872,neither
11144430,37200234,positive
11144430,37200234,neither
11144430,35171069,positive
11144430,35140533,positive
8397827,9811807,positive
8397827,9811807,neither
8397827,8154865,positive
8397827,8154865,neither
8397827,29887134,positive
8397827,29887134,neither
8397827,32560672,positive
8397827,32560672,neither
8397827,10443888,positive
8397827,10443888,neither
8397827,29887141,positive
8397827,29887141,neither
8397827,33609480,positive
8397827,33609480,neither
8397827,26633779,positive
8397827,26633779,neither
8397827,22710755,positive
8397827,32839349,positive
8397827,33274461,positive
8397827,28028861,positive
8397827,31541342,positive
8397827,22710755,neither
8397827,32839349,neither
8397827,33274461,neither
8397827,28028861,neither
8397827,31541342,neither
8397827,22288561,positive
8397827,22288561,neither
8397827,15728285,positive
8397827,30048013,positive
8397827,12733424,positive
8397827,12733424,neither
8397827,15728285,neither
8397827,11805244,positive
8397827,11805244,neither
4399513,15738297,positive
4399513,17309772,positive
4399513,17309772,negative
4399513,20656506,positive
4399513,20656506,neither
4399513,10805822,positive
4399513,10805822,neither
4399513,15738376,positive
4399513,15738376,neither
4399513,21199816,positive
4399513,20378728,positive
4399513,16100147,positive
4399513,16100147,neither
4399513,20303248,positive
4399513,20303248,negative
4399513,22250142,positive
4399513,22250142,neither
4399513,20646611,positive
4399513,20646611,neither
4399513,20363838,positive
4399513,21724460,positive
4399513,21724460,neither
4399513,23106598,positive
4399513,23106598,neither
4399513,23372461,positive
4399513,15617955,positive
4399513,23563260,positive
4399513,23563260,neither
4399513,23749842,positive
4399513,23749842,neither
4399513,3558716,positive
4399513,16488357,positive
4399513,16488357,neither
4399513,17197482,positive
4399513,17197482,negative
4399513,24481114,positive
4399513,24481114,neither
4399513,20205686,positive
4399513,20205686,neither
4399513,21353713,positive
4399513,21353713,neither
4399513,15781100,positive
4399513,15781100,neither
4399513,23372461,neither
4399513,19336593,positive
4399513,19336593,neither
4399513,8359959,positive
4399513,8359959,neither
4399513,20525657,positive
4399513,20525657,neither
4399513,20599419,positive
4399513,19616140,positive
4399513,19616140,neither
4399513,22983957,positive
4399513,8776783,positive
4399513,8776783,neither
4399513,23749842,negative
4399513,19480229,positive
11316495,31534436,positive
11316495,31534436,neither
11316495,31913322,positive
11316495,31913322,neither
11316495,11834835,positive
11316495,11834835,neither
11316495,33397941,positive
11316495,33397941,neither
11316495,29403429,positive
11316495,29403429,neither
11316495,34488088,positive
11316495,34488088,neither
11316495,32342043,positive
11316495,32342043,neither
11316495,31118850,positive
11316495,31118850,neither
11316495,34842631,positive
11316495,34842631,neither
11316495,10996410,positive
11316495,10996410,neither
11316495,21298068,positive
11316495,21298068,neither
11316495,30626917,positive
11316495,28472667,positive
11316495,28472667,neither
11316495,30427265,positive
11316495,30427265,neither
11316495,29040758,positive
11316495,30670164,positive
11316495,30670164,neither
11316495,7185792,positive
11316495,7185792,neither
11316495,26762182,positive
11316495,26762182,neither
11316495,20161220,positive
11316495,20161220,neither
11316495,33413683,positive
11316495,33413683,neither
11316495,36736394,positive
11316495,36736394,neither
11316495,33130453,positive
11316495,33130453,neither
11316495,17393936,positive
11316495,17393936,neither
11316495,16120096,positive
11316495,16120096,neither
11316495,35996978,positive
11316495,35996978,neither
11316495,24917305,positive
11316495,24917305,negative
11316495,35495037,positive
11316495,35495037,neither
11316495,34842631,negative
11316495,23926261,positive
11316495,23926261,neither
11316495,17695343,positive
11316495,17695343,neither
11316495,29844990,positive
11316495,3397865,positive
11316495,3397865,neither
11316495,35786074,positive
11316495,35786074,neither
11316495,28548897,positive
11316495,28548897,neither
11316495,35447402,positive
11316495,14592388,positive
11316495,21237680,positive
11316495,21237680,neither
11316495,33499010,positive
11316495,33499010,neither
11316495,21664380,positive
11316495,28127051,positive
11316495,28127051,neither
11316495,30554055,positive
11316495,30554055,neither
3724567,19896872,positive
3724567,19896872,negative
3724567,21112022,positive
3724567,21112022,neither
3724567,17625932,positive
3724567,17625932,neither
3724567,15144959,positive
3724567,15144959,neither
3724567,20832467,positive
3724567,20832467,neither
3724567,16337444,positive
3724567,16337444,neither
3724567,21835655,positive
3724567,21835655,neither
3724567,19896872,neither
3724567,14117648,positive
3724567,760693,positive
3724567,6878979,positive
3724567,6878979,negative
3724567,4279401,positive
3724567,4279401,neither
3724567,6476168,positive
3724567,6476168,neither
3724567,9857121,positive
3724567,9857121,neither
3724567,2355110,positive
3724567,7793332,positive
3724567,7793332,neither
3724567,8184407,positive
3724567,14998237,positive
3724567,14998237,neither
3724567,17910382,positive
3724567,17910382,neither
3724567,18952563,positive
3724567,18952563,neither
3724567,12698511,positive
3724567,12698511,neither
3724567,11886479,positive
3724567,11886479,neither
3724567,17969458,positive
3724567,17969458,neither
3724567,20860564,positive
3724567,20860564,neither
3724567,8588004,positive
3724567,8588004,neither
3724567,18246975,positive
3724567,18246975,neither
3724567,9109875,positive
3724567,9109875,neither
3724567,18246976,positive
3724567,18246976,neither
3724567,19645960,positive
3724567,19645960,neither
3724567,20469800,positive
3724567,19932976,positive
3724567,19932976,neither
3724567,18246971,positive
3724567,18246971,neither
3724567,22827019,positive
3724567,22827019,neither
3724567,15010446,positive
3724567,15010446,negative
3724567,22043119,positive
3724567,21974761,positive
3724567,20815184,positive
3724567,20815184,neither
3724567,21300732,positive
3724567,21300732,negative
3724567,15700720,positive
3724567,15700720,neither
3724567,19317374,positive
3724567,19317374,neither
3724567,9887164,positive
3724567,9887164,neither
3724567,21604067,positive
3724567,21604067,neither
3724567,16470012,positive
3724567,16470012,neither
3724567,22652655,positive
3724567,22652655,neither
3724567,21754974,positive
3724567,22071480,positive
3724567,22071480,neither
3724567,14975482,positive
3724567,14975482,neither
3724567,22003328,positive
3724567,22003328,neither
3724567,20308746,positive
3724567,20308746,neither
3724567,21112025,positive
3724567,21112025,neither
3724567,19109114,positive
3724567,22935396,positive
3724567,21411100,positive
3724567,21411100,neither
3724567,12787558,positive
3724567,12787558,neither
3724567,15126529,positive
3724567,17910386,positive
3724567,17910386,neither
3724567,21737301,positive
3724567,16983055,positive
3724567,16983055,neither
3724567,11150007,positive
3724567,11150007,neither
3724567,19110131,positive
3724567,19238807,positive
3724567,19238807,neither
3724567,21523780,positive
3724567,21523780,neither
3724567,22850787,positive
3724567,18024171,positive
3724567,8160860,positive
3724567,18024171,neither
3724567,19240794,positive
3724567,16613757,positive
3724567,9506738,positive
3724567,9506738,neither
3724567,21808500,positive
3724567,21808500,neither
3724567,15126529,neither
3724567,21889359,positive
3724567,19955705,positive
3724567,19955705,neither
3724567,21040938,positive
3724567,21085185,positive
3724567,21085185,neither
3724567,1699862,positive
3724567,1699862,neither
3724567,10393687,positive
3724567,11056086,positive
3724567,11056086,neither
3724567,11238260,positive
3724567,11238260,neither
3724567,10733371,positive
3724567,21593864,positive
3724567,21593864,neither
3724567,10733371,neither
3724567,8797513,positive
3724567,10988010,positive
3724567,10988010,neither
3724567,19240794,neither
3724567,17322482,positive
3724567,19639748,positive
3724567,19639748,neither
3724567,21120127,positive
3724567,17702268,positive
3724567,18328671,positive
3724567,23633760,positive
3724567,13130176,positive
3724567,12393098,positive
3724567,12393098,neither
3724567,21889359,neither
3724567,12490960,positive
3724567,15668353,positive
3724567,15668353,neither
3724567,12490960,neither
3724567,17340225,positive
3724567,17340225,neither
3724567,17237424,positive
3724567,17237424,neither
3724567,16234302,positive
3724567,16234302,neither
3724567,17379018,positive
3724567,17379018,neither
3724567,21286230,positive
3724567,21286230,neither
3724567,22143277,positive
3724567,17702268,neither
3724567,19651919,positive
3724567,19651919,neither
3724567,10903648,positive
3724567,10903648,neither
3724567,11282915,positive
3724567,11466099,positive
3724567,11466099,negative
3724567,18379563,positive
3724567,18379563,neither
3724567,12651834,positive
3724567,12651834,neither
3724567,15976790,positive
3724567,15769763,positive
3724567,15769763,neither
3724567,15769777,positive
3724567,15769777,neither
3724567,20175401,positive
3724567,20175401,negative
3724567,19520155,positive
3724567,20723551,positive
3724567,20723551,neither
3724567,20388566,positive
3724567,20388566,neither
3724567,21884159,positive
3724567,21884159,neither
3724567,21097658,positive
3724567,21097658,negative
3724567,21654719,positive
3724567,21654719,neither
