source,cited,citation_analysis
5799701,26184981,positive
5799701,26184981,neither
5799701,25437977,positive
5799701,25437977,neither
5799701,18786289,positive
5799701,18786289,neither
5799701,19910321,positive
5799701,19910321,neither
5799701,16940456,positive
5799701,16940456,neither
5799701,19279045,positive
5799701,19279045,neither
5799701,11293005,positive
5799701,27914881,positive
5799701,27914881,neither
5799701,7671850,positive
5799701,7671850,neither
5799701,25083888,positive
5799701,25083888,negative
5799701,26695861,positive
5799701,26695861,neither
5799701,23315061,positive
5799701,23315061,neither
5799701,19053948,positive
5799701,2693017,positive
5799701,2693017,neither
5799701,27678478,positive
5799701,27678478,neither
5799701,10411917,positive
5799701,10411917,neither
5799701,27179787,positive
5799701,27179787,neither
5799701,22661293,positive
5799701,22661293,neither
5799701,23509172,positive
5799701,23509172,neither
5799701,22373955,positive
5799701,22373955,neither
5799701,11316330,positive
5799701,11316330,neither
5799701,15614023,positive
5799701,15614023,neither
5799701,16441949,positive
5799701,16441949,neither
5799701,22998948,positive
5799701,22998948,neither
5799701,3351539,positive
5799701,3351539,neither
5799701,21628617,positive
5799701,21628617,neither
5799701,19960649,positive
5799701,19960649,neither
5799701,19742409,positive
5799701,19742409,neither
5799701,20359916,positive
5799701,20359916,neither
5799701,22913604,positive
5799701,22913604,neither
5799701,19742409,negative
5799701,28599952,positive
5799701,24816764,positive
5799701,24816764,neither
5799701,25432918,positive
5799701,25432918,neither
5799701,23539721,positive
5799701,11238505,positive
5799701,11238505,neither
5799701,11158002,positive
5799701,11158002,neither
5799701,18647805,positive
5799701,18647805,neither
5799701,19345941,positive
5799701,19345941,neither
5799701,21199038,positive
5799701,19585163,positive
5799701,19585163,neither
5799701,22921588,positive
5799701,15124727,positive
5799701,15124727,neither
5799701,8118642,positive
5799701,8118642,neither
5799701,27348625,positive
5799701,27348625,neither
5799701,7185792,positive
5799701,7185792,neither
5799701,16596302,positive
5799701,16596302,neither
5799701,20148687,positive
5799701,20148687,neither
5799701,21939733,positive
5799701,21939733,neither
5799701,24863387,positive
5799701,24863387,neither
5799701,22767467,positive
5799701,22767467,neither
5799701,23818329,positive
5799701,23818329,neither
5799701,15240612,positive
5799701,15240612,neither
5799701,18511472,positive
5799701,18511472,neither
5799701,18678372,positive
5799701,18678372,neither
5799701,1424179,positive
5799701,1424179,neither
5799701,21815990,positive
5799701,22493025,positive
5799701,22493025,neither
5799701,18250211,positive
5799701,18250211,negative
5799701,18363635,positive
5799701,18363635,neither
5799701,11122588,positive
5799701,18946783,positive
5799701,15941867,positive
5799701,9645828,positive
5799701,9645828,neither
5799701,18946783,neither
5799701,18946783,negative
5799701,22264851,positive
5799701,22264851,negative
5799701,14592171,positive
5799701,14592171,neither
5799701,22385877,positive
5799701,22385877,negative
5799701,16173651,positive
5799701,16288102,positive
5799701,16288102,neither
5799701,10092693,positive
5799701,10092693,neither
5799701,3384560,positive
5799701,3384560,neither
5799701,21221823,positive
5799701,21221823,neither
5799701,25658017,positive
5799701,14512265,positive
5799701,14512265,neither
5799701,15941867,negative
5799701,18535117,positive
5799701,18535117,neither
5799701,20185739,positive
5799701,22882204,positive
5799701,22882204,neither
5799701,11158002,negative
5799701,16219719,positive
5799701,25256878,positive
5799701,27544837,positive
5799701,28373267,positive
5799701,26817325,positive
5799701,26817325,neither
5799701,20410226,positive
5799701,20410226,neither
5799701,15728214,positive
5799701,19150179,positive
5799701,18222099,positive
5799701,18222099,neither
5799701,24672165,positive
5799701,24672165,neither
5799701,11532473,positive
5799701,23438443,positive
5799701,23438443,neither
5799701,15031776,positive
5799701,15031776,neither
5799701,21300408,positive
5799701,21300408,neither
5799701,26055677,positive
5799701,26055677,neither
5799701,23814343,positive
5799701,28449907,positive
5799701,28449907,neither
5799701,21725075,positive
5799701,22824735,positive
5799701,22824735,neither
5799701,15184695,positive
5799701,15184695,neither
5799701,22127370,positive
5799701,22127370,neither
5799701,12764712,positive
5799701,12764712,neither
5799701,25999722,positive
5799701,25999722,neither
5799701,25209354,positive
5799701,25209354,neither
5799701,19933236,positive
5799701,19933236,neither
5799701,23860850,positive
5799701,28579842,positive
5799701,28579842,neither
5799701,21703610,positive
5799701,27262833,positive
5799701,27262833,neither
5799701,20443659,positive
5799701,14671172,positive
5799701,14671172,neither
5799701,12038887,positive
5799701,12038887,neither
5799701,24261545,positive
5799701,24261545,negative
5799701,26346395,positive
5799701,26346395,neither
5799701,25499829,positive
5799701,25499829,neither
5799701,28215247,positive
5799701,28215247,negative
5799701,28539176,positive
5799701,26447947,positive
5799701,26447947,neither
5799701,12128286,positive
5799701,15916505,positive
5799701,24674140,positive
5799701,24674140,neither
5799701,20833639,positive
5799701,20833639,neither
5799701,24674140,negative
5799701,26173542,positive
5799701,23012389,positive
5799701,23012389,neither
5799701,21173640,positive
5799701,21173640,neither
5799701,25359859,positive
5799701,25359859,neither
5799701,25532045,positive
5799701,11844363,positive
5799701,11844363,neither
5799701,21956415,positive
5799701,21956415,neither
5799701,26687279,positive
5799701,26687279,negative
5799701,28164449,positive
5799701,23814334,positive
5799701,23814334,neither
5799701,20921542,positive
5799701,20921542,neither
5799701,28164449,neither
5799701,10543671,positive
5799701,10543671,neither
5799701,20585000,positive
5799701,20585000,neither
5799701,15353412,positive
5799701,21863134,positive
5799701,21863134,neither
5799701,25761667,positive
5799701,25761667,negative
5799701,15781100,positive
5799701,15781100,neither
5799701,10805822,positive
5799701,10805822,neither
5799701,20962788,positive
5799701,21813534,positive
5799701,21813534,neither
5799701,16219719,neither
5799701,22921588,neither
5799701,25311833,positive
5799701,25311833,neither
5799701,27542883,positive
5799701,27542883,neither
5799701,28185772,positive
5799701,28185772,neither
5799701,21123449,positive
5799701,27594122,positive
5799701,26073295,positive
5799701,26073295,neither
5799701,25873742,positive
5799701,25873742,neither
5799701,28275470,positive
5799701,27914881,negative
5799701,25423175,positive
5799701,27571048,positive
5799701,27136449,positive
5799701,27136449,neither
5799701,20813762,positive
5799701,20813762,neither
5799701,26147487,positive
5799701,26147487,neither
5799701,26867139,positive
5799701,26867139,neither
5799701,21622505,positive
5799701,21622505,neither
5799701,25454674,positive
5799701,25454674,neither
5799701,18502250,positive
5799701,21929505,positive
5799701,21929505,neither
5799701,28599952,neither
5799701,22264851,neither
10759812,36637603,positive
10759812,36637603,neither
10759812,36841840,positive
10759812,36841840,negative
10759812,36841840,neither
10759812,36812532,positive
10759812,36812532,neither
10759812,37347721,positive
10759812,37258739,positive
10759812,37258739,neither
10759812,36653617,positive
10759812,36694020,positive
10759812,36694020,neither
10759812,36960451,positive
10759812,36960451,neither
10759812,35372779,positive
10759812,35372779,neither
10759812,37235171,positive
10759812,37235171,neither
11023941,29073398,positive
11023941,29073398,neither
11023941,30217831,positive
11023941,30217831,neither
11023941,25028798,positive
11023941,25028798,neither
11023941,19139325,positive
11023941,19139325,neither
11023941,20113918,positive
11023941,20113918,neither
11023941,16298775,positive
11023941,15016583,positive
11023941,15016583,neither
11023941,21506041,positive
11023941,21506041,neither
11023941,32318244,positive
11023941,32318244,neither
11023941,35808535,positive
11023941,28303543,positive
11023941,29869021,positive
11023941,29869021,neither
11023941,22634968,positive
11023941,22634968,negative
11023941,28503482,positive
11023941,28503482,neither
11023941,33251907,positive
11023941,33251907,neither
11023941,35708888,positive
11023941,32005349,positive
11023941,32005349,negative
11023941,35172276,positive
11023941,35172276,neither
11023941,21731144,positive
11023941,36870101,positive
11023941,23684981,positive
11023941,23684981,neither
11023941,24394730,positive
11023941,24394730,neither
11023941,24091995,positive
11023941,24091995,neither
11023941,18951050,positive
11023941,18951050,neither
11023941,22072663,positive
11023941,24629327,positive
11023941,24629327,neither
11023941,20679498,positive
11023941,8636295,positive
11023941,8636295,neither
11023941,34138961,positive
11023941,34138961,neither
11023941,25191278,positive
11023941,25191278,neither
7075348,23585756,positive
7075348,23585756,neither
7075348,22893770,positive
7075348,22893770,neither
7075348,30134283,positive
7075348,30134283,negative
7075348,29120927,positive
7075348,29120927,neither
7075348,4364942,positive
7075348,30134283,neither
7075348,19344486,positive
7075348,19344486,neither
7075348,8652329,positive
7075348,8652329,neither
7075348,24634631,positive
7075348,24634631,neither
7075348,17049955,positive
7075348,17049955,neither
7075348,26909151,positive
7075348,26909151,neither
7075348,15656854,positive
7075348,28593326,positive
7075348,28593326,neither
7075348,29498534,positive
7075348,27542303,positive
7075348,27571256,positive
7075348,27571256,neither
7075348,31686933,positive
7075348,26933796,positive
7075348,26933796,neither
7075348,15656854,neither
7075348,28183547,positive
7075348,28183547,neither
7075348,19702517,positive
7075348,19702517,neither
7075348,29787410,positive
7075348,29787410,neither
7075348,14616431,positive
7075348,22650799,positive
7075348,22650799,neither
7075348,28415931,positive
7075348,28415931,neither
7075348,31498783,positive
7075348,31498783,neither
11495186,30670166,positive
11495186,30670166,neither
11495186,25367475,positive
11495186,25367475,neither
11495186,22158659,positive
11495186,22158659,neither
11495186,21300732,positive
11495186,21300732,neither
11495186,24731536,positive
11495186,24731536,neither
11495186,33333427,positive
11495186,33333427,neither
11495186,33435528,positive
11495186,33435528,negative
11495186,19371179,positive
11495186,19371179,neither
11495186,25246026,positive
11495186,25246026,neither
11495186,20492021,positive
11495186,20492021,neither
11495186,31672062,positive
11495186,30171641,positive
11495186,30171641,neither
11495186,35055833,positive
11495186,35055833,neither
11495186,31625463,positive
11495186,31625463,neither
11495186,22560640,positive
11495186,22560640,neither
11495186,30141975,positive
11495186,30141975,neither
11495186,33281456,positive
11495186,33281456,neither
11495186,33127075,positive
11495186,33127075,neither
11495186,27459922,positive
11495186,27459922,neither
11495186,25367246,positive
11495186,25367246,neither
11495186,24076971,positive
11495186,8970487,positive
11495186,2748771,positive
11495186,22823877,positive
11495186,22823877,neither
11495186,23343860,positive
11495186,23343860,neither
11495186,29045636,positive
11495186,29045636,neither
11495186,17159098,positive
11495186,17159098,neither
11495186,29528375,positive
11495186,29528375,neither
11495186,33641088,positive
11495186,29855101,positive
11495186,29855101,neither
11495186,35145395,positive
11495186,27992627,positive
11495186,28641933,positive
11495186,28641933,neither
11495186,25186857,positive
11495186,17006114,positive
11495186,17006114,neither
11495186,18607201,positive
11495186,22395806,positive
11495186,23523374,positive
11495186,23523374,neither
11495186,30231514,positive
11182751,35801543,positive
11182751,35801543,neither
11182751,30266875,positive
11182751,30266875,neither
11182751,33561679,positive
11182751,16467311,positive
11182751,32919201,positive
11182751,32919201,neither
11182751,11145319,positive
11182751,11970796,positive
11182751,11970796,neither
11182751,23892578,positive
11182751,20105259,positive
11182751,20105259,neither
11182751,10348319,positive
11182751,10348319,neither
11182751,18725061,positive
11182751,18725061,neither
11182751,18555190,positive
11182751,18555190,neither
11182751,1463802,positive
11182751,1463802,neither
11182751,24845037,positive
11182751,23997949,positive
11182751,23997949,neither
11182751,34710770,positive
11182751,10718681,positive
11182751,18687412,positive
11182751,17803017,positive
11182751,6665397,positive
11182751,23747456,positive
11182751,11330205,positive
11182751,23020641,positive
11182751,23020641,neither
11182751,34408280,positive
11182751,34408280,neither
11182751,28189692,positive
11182751,28189692,negative
11182751,22647496,positive
11182751,22647496,negative
11182751,33127274,positive
11182751,31552428,positive
8473571,27467177,positive
8473571,27467177,neither
8473571,31488267,positive
8473571,31488267,negative
8473571,32466847,positive
8473571,32466847,neither
8473571,28482312,positive
8473571,28482312,neither
8473571,33719504,positive
8473571,33719504,neither
8473571,23041097,positive
8473571,23041097,neither
8473571,29886425,positive
8473571,32495341,positive
8473571,24033699,positive
8473571,33048161,positive
8473571,19109114,positive
8473571,12627737,positive
8473571,12627737,neither
8473571,15136499,positive
8473571,2865677,positive
8473571,2865677,neither
8473571,3791599,positive
8473571,3791599,neither
8473571,22499900,positive
8473571,14551167,positive
8473571,14551167,neither
8473571,27568340,positive
8473571,27807199,positive
8473571,27807199,neither
8473571,31070470,positive
8473571,30521366,positive
8473571,30521366,neither
8473571,30088982,positive
8473571,30088982,neither
8473571,7072592,positive
8473571,25567641,positive
8473571,23261170,positive
8473571,22151079,positive
8473571,19164807,positive
8473571,19164807,neither
8473571,20857864,positive
8473571,20857864,neither
8473571,16171243,positive
8473571,16171243,neither
8473571,12749557,positive
8473571,12749557,neither
8473571,14871036,positive
8473571,14871036,negative
8473571,16076646,positive
8473571,16076646,neither
8473571,19506175,positive
8473571,19506175,neither
8473571,32495341,neither
8473571,33610933,positive
8473571,33610933,negative
8473571,23423416,positive
8473571,23423416,neither
8473571,7944857,positive
8473571,7944857,negative
8473571,24569619,positive
8473571,24569619,neither
8473571,17824495,positive
8473571,17824495,neither
8473571,32421814,positive
8473571,32421814,neither
8473571,26101650,positive
8473571,26101650,neither
8473571,29886425,neither
3630972,15798941,positive
3630972,15798941,neither
3630972,19960111,positive
3630972,21075235,positive
3630972,21075235,neither
3630972,15590040,positive
3630972,15590040,neither
3630972,8768346,positive
3630972,8768346,neither
3630972,17826170,positive
3630972,17826170,neither
3630972,10459393,positive
3630972,17368979,positive
3630972,17368979,neither
3630972,19721845,positive
3630972,19721845,neither
3630972,2769898,positive
3630972,15839494,positive
3630972,15839494,neither
3630972,2806334,positive
3630972,2806334,neither
3630972,9230772,positive
3630972,9230772,neither
3630972,2769898,neither
3630972,19238806,positive
3630972,19238806,neither
3630972,16844230,positive
3630972,16844230,neither
3630972,12162632,positive
3630972,12162632,neither
3630972,10808035,positive
3630972,10808035,neither
3630972,16978649,positive
3630972,16978649,neither
3630972,1386215,positive
3630972,1386215,neither
3630972,4115821,positive
3630972,4115821,negative
3630972,7082700,positive
3630972,7082700,neither
3630972,11466166,positive
3630972,2140847,positive
3630972,2140847,neither
3630972,7833421,positive
3630972,7833421,neither
3630972,1754633,positive
3630972,1754633,neither
3630972,15737790,positive
3630972,15737790,neither
3630972,8506460,positive
3630972,20732629,positive
3630972,20732629,negative
3630972,20732629,neither
3630972,18853932,positive
3630972,18853932,neither
3630972,9085482,positive
3630972,10706346,positive
3630972,10706346,neither
3630972,9262940,positive
3630972,8453439,positive
3630972,12457899,positive
3630972,12457899,neither
3630972,11283309,positive
3630972,11283309,neither
3630972,21676633,positive
3630972,11839367,positive
3630972,8988799,positive
3630972,8988799,neither
3630972,8453439,neither
3630972,12531125,positive
3630972,19014078,positive
3630972,19014078,neither
3630972,16408408,positive
3630972,16408408,neither
3630972,4115821,neither
3630972,15039002,positive
3630972,12476320,positive
3630972,12476320,neither
3630972,20337192,positive
3630972,20337192,neither
3630972,12869766,positive
3630972,12869766,neither
3630972,15039002,neither
3630972,17700575,positive
3630972,17700575,neither
3630972,8929413,positive
3630972,8929413,neither
3630972,2769898,negative
3630972,17689120,positive
3630972,19358978,positive
3630972,6260053,negative
3630972,2806334,negative
3630972,8679786,negative
3630972,9230772,negative
3630972,14074346,negative
3630972,10808035,negative
3630972,12162632,negative
3630972,15839494,negative
3630972,16978649,negative
3630972,10638065,negative
3630972,16844230,negative
3630972,8768346,negative
3630972,3806426,negative
3630972,7119313,negative
3630972,18391141,negative
3630972,15737790,negative
3630972,19238806,negative
3630972,4089116,negative
8009764,31583118,positive
8009764,31493636,positive
8009764,31493636,negative
8009764,18363315,positive
8009764,18363315,negative
8009764,2748771,positive
8009764,2748771,neither
8009764,24128191,positive
8009764,24128191,negative
8009764,22553114,positive
8009764,22553114,neither
8009764,26031504,positive
8009764,26634095,positive
8009764,30368021,positive
8009764,26430619,positive
8009764,32312697,positive
8009764,21901299,positive
8009764,21901299,neither
8009764,25287067,positive
8009764,28101116,positive
8009764,28101116,neither
8009764,31990637,positive
8009764,31990637,neither
8009764,18243897,positive
8009764,26031504,neither
8009764,17505231,positive
8009764,17505231,neither
8009764,32157477,positive
8009764,32157477,neither
8009764,17505232,positive
8009764,17505232,neither
8009764,24517896,positive
8009764,24517896,neither
8009764,30368021,neither
8009764,17505230,positive
8009764,17505230,neither
8009764,26634095,negative
8009764,27741179,positive
3630966,11902424,positive
3630966,18041479,positive
3630966,18041479,neither
3630966,7939118,positive
3630966,7939118,neither
3630966,14998254,positive
3630966,14998254,neither
3630966,12749557,positive
3630966,12749557,neither
3630966,2011426,positive
3630966,2011426,neither
3630966,20629939,positive
3630966,20629939,neither
3630966,2011426,negative
3630966,15978516,positive
3630966,15978516,neither
3630966,11322713,positive
3630966,11322713,neither
3630966,10706346,positive
3630966,10706346,neither
3630966,18391144,positive
3630966,18391144,neither
3630966,9119939,positive
3630966,18250218,positive
3630966,18250218,neither
3630966,9085482,positive
3630966,12531147,positive
3630966,12531147,neither
3630966,20934896,positive
3630966,14998242,positive
3630966,14998242,neither
3630966,8564147,positive
3630966,8564147,neither
3630966,16510654,positive
3630966,16510654,negative
3630966,16510654,neither
3630966,11032543,positive
3630966,11032543,neither
3630966,15910514,positive
3630966,15910514,neither
3630966,18321246,positive
3630966,11902433,positive
3630966,18321246,negative
3630966,18321246,neither
4259558,15567013,positive
4259558,15567013,neither
4259558,16611709,positive
4259558,16611709,neither
4259558,1947597,positive
4259558,1947597,neither
4259558,9475443,positive
4259558,9475443,neither
4259558,2769898,positive
4259558,2769898,negative
4259558,12531168,positive
4259558,12531168,neither
4259558,10596741,positive
4259558,10596741,neither
4259558,2914154,positive
4259558,2914154,neither
4259558,15172210,positive
4259558,15172210,negative
4259558,21664380,positive
4259558,21664380,neither
4259558,21199966,positive
4259558,21199966,neither
4259558,14399272,positive
4259558,14399272,neither
4259558,11982660,positive
4259558,22564396,positive
4259558,16216333,positive
4259558,16216333,neither
4259558,22564396,neither
4259558,24124400,positive
4259558,11122593,positive
4259558,12568247,positive
4259558,12568247,neither
4259558,20377841,positive
4259558,20377841,neither
4259558,24124400,neither
4259558,24443644,positive
4259558,24443644,neither
4259558,12749557,positive
4259558,12749557,neither
4259558,12182497,positive
4259558,2265922,positive
4259558,9376644,positive
4259558,18805055,positive
4259558,18805055,neither
4259558,21823817,positive
4259558,21823817,neither
4259558,21760955,positive
11416112,38046832,positive
11416112,38046832,neither
11416112,22803634,positive
11416112,22803634,neither
11416112,25462013,positive
11416112,34290536,positive
11416112,34290536,neither
11416112,38163230,positive
11416112,21962066,positive
11416112,21962066,neither
11416112,38199389,positive
11416112,38199389,negative
11416112,38368737,positive
11416112,38368737,neither
11416112,38337533,positive
11416112,38337533,neither
11416112,38176447,positive
11416112,38176447,neither
11416112,23910517,positive
11416112,23910517,neither
11416112,11033374,positive
11416112,11033374,neither
11416112,37425979,positive
11416112,37425979,neither
11416112,12932801,positive
11416112,12932801,neither
11416112,30311710,positive
11416112,30311710,neither
11416112,21210225,positive
11416112,21210225,neither
11416112,21420272,positive
11416112,37780167,positive
11416112,37780167,neither
11416112,20030436,positive
11416112,20030436,neither
11416112,27152016,positive
11416112,27152016,neither
11416112,31328319,positive
11416112,10638574,positive
11416112,10638574,neither
11416112,23270442,positive
11416112,23270442,neither
11416112,12162865,positive
11416112,12162865,neither
11416112,38046832,negative
11416112,29713192,positive
11416112,29713192,neither
11416112,34766856,positive
11416112,34766856,neither
9519126,34393534,positive
9519126,34393534,neither
9519126,29103568,positive
9519126,29103568,neither
9519126,24074687,positive
9519126,24074687,neither
9519126,31689803,positive
9519126,31689803,neither
9519126,31752947,positive
9519126,31752947,neither
9519126,34280784,positive
9519126,34280784,negative
9519126,29397794,positive
9519126,29397794,neither
9519126,20823763,positive
9519126,20823763,neither
9519126,31260676,positive
9519126,23691095,positive
9519126,24835540,positive
9519126,24835540,neither
9519126,26173613,positive
9519126,26414973,positive
9519126,26414973,neither
9519126,25328711,positive
9519126,25328711,neither
9519126,20186437,positive
9519126,20186437,neither
9519126,25439417,positive
9519126,25439417,neither
9519126,24835540,negative
9519126,19621072,positive
9519126,19621072,neither
9519126,31462531,positive
9519126,31462531,negative
9519126,28494914,positive
9519126,28494914,neither
9519126,30636826,positive
9519126,30636826,neither
9519126,15852991,positive
9519126,15852991,neither
9519126,26702161,positive
9519126,26702161,neither
9519126,26173613,neither
9519126,19299778,positive
9519126,19299778,neither
9519126,20186437,negative
9519126,25439417,negative
9519126,25328711,negative
9519126,26173613,negative
9519126,26414973,negative
9519126,28494914,negative
9519126,11072950,positive
9519126,11903069,positive
9519126,11903069,neither
9519126,29908879,positive
9519126,24074687,negative
9519126,29120927,positive
9519126,29120927,neither
9519126,31260676,neither
9519126,2748771,positive
9519126,2748771,neither
7682606,15336239,positive
7682606,21543596,positive
7682606,21543596,neither
7682606,21419827,positive
7682606,21419827,neither
7682606,30911568,positive
7682606,28434101,positive
7682606,28434101,neither
7682606,30912593,positive
7682606,30912593,neither
7682606,7497109,positive
7682606,25999908,positive
7682606,25999908,neither
7682606,26217264,positive
7682606,26217264,neither
7682606,30911568,neither
7682606,27569701,positive
7682606,27569701,neither
7682606,20740648,positive
7682606,20740648,neither
7682606,26704150,positive
7682606,26704150,neither
7682606,24549103,positive
7682606,24549103,neither
7682606,7497109,neither
7682606,12763010,positive
7682606,12763010,neither
7682606,22526760,positive
7682606,22526760,neither
7682606,9553006,positive
7682606,9553006,neither
7682606,9403954,positive
7682606,9403954,neither
7682606,15066543,positive
7682606,15066543,neither
7682606,28394322,positive
7682606,28394322,neither
7682606,27094080,positive
7682606,27094080,neither
7682606,24816141,positive
7682606,24816141,neither
7682606,31620069,positive
7682606,31620069,neither
7682606,29868897,positive
7682606,29868897,neither
7682606,19845849,positive
7682606,31620069,negative
7682606,15336239,neither
9188392,19864405,positive
9188392,19864405,neither
9188392,21527165,positive
9188392,21527165,neither
9188392,27633530,positive
9188392,27633530,neither
9188392,16464955,positive
9188392,16464955,negative
9188392,22389462,positive
9188392,22389462,neither
9188392,21889359,positive
9188392,24813456,positive
9188392,24813456,neither
9188392,22701389,positive
9188392,29972900,positive
9188392,29972900,neither
9188392,28760192,positive
9188392,28760192,neither
9188392,31832982,positive
9188392,31832982,neither
9188392,25531769,positive
9188392,25531769,neither
9188392,19799141,positive
9188392,9116180,positive
9188392,22043129,positive
9188392,22043129,neither
9188392,28358845,positive
9188392,28358845,neither
9188392,27925147,positive
9188392,27925147,neither
9188392,23384705,positive
9188392,23384705,neither
9188392,23395102,positive
9188392,28272238,positive
9188392,28272238,negative
9188392,23593497,positive
9188392,23593497,neither
9188392,19110130,positive
9188392,19110130,neither
9188392,23908848,positive
9188392,26216211,positive
9188392,26216211,neither
9188392,18854708,positive
11225998,33986144,positive
11225998,33986144,neither
11225998,34597890,positive
11225998,34597890,negative
11225998,31234809,positive
11225998,31234809,neither
11225998,32717405,positive
11225998,32717405,neither
11225998,12707237,positive
11225998,12707237,neither
11225998,15527873,positive
11225998,15527873,neither
11225998,22406306,positive
11225998,22406306,neither
11225998,20541418,positive
11225998,20541418,neither
11225998,12652813,positive
11225998,12652813,neither
11225998,10549413,positive
11225998,10549413,neither
11225998,25377727,positive
11225998,16987226,positive
11225998,16987226,neither
11225998,18001528,positive
11225998,18001528,neither
11225998,18413499,positive
11225998,18413499,neither
11225998,33006621,positive
11225998,33006621,neither
11225998,31728244,positive
11225998,31728244,negative
11225998,36609680,positive
11225998,36609680,neither
11225998,36168907,positive
11225998,36168907,neither
11225998,35875423,positive
11225998,35875423,neither
11225998,12738065,positive
11225998,24191044,positive
11225998,24191044,neither
11225998,1273865,positive
11225998,1273865,neither
11225998,25139062,positive
11225998,25139062,neither
11225998,30621925,positive
11225998,30621925,neither
11225998,21906016,positive
11225998,21906016,neither
11225998,31442814,positive
11225998,16829553,positive
11225998,16829553,neither
11225998,25451354,positive
11225998,25451354,neither
11225998,22932197,positive
11225998,22932197,neither
11225998,33130170,positive
11225998,33130170,neither
11225998,12766354,positive
11225998,12766354,neither
11225998,8924040,positive
11225998,10749794,positive
11225998,10749794,neither
11225998,24007420,positive
11225998,24007420,neither
11225998,12215243,positive
11225998,12215243,neither
11225998,33577380,positive
11225998,33577380,neither
11225998,34383275,positive
11225998,34383275,neither
11225998,21756052,positive
11225998,21756052,neither
11225998,38599265,positive
11225998,38383249,positive
11225998,38383249,neither
11149636,23910433,positive
11149636,32286648,positive
11149636,32286648,neither
11149636,31300334,positive
11149636,31300334,neither
11149636,35624073,positive
11149636,35624073,neither
11149636,19699146,positive
11149636,24780133,positive
11149636,24780133,neither
11149636,22182320,positive
11149636,22182320,neither
11149636,31736602,positive
11149636,31736602,neither
11149636,35724441,positive
11149636,35724441,neither
11149636,36178720,positive
11149636,36178720,neither
11149636,33035748,positive
11149636,31888609,positive
11149636,31888609,neither
11149636,34880695,positive
11149636,23066376,positive
11149636,16459136,positive
11149636,16459136,neither
11149636,35603766,positive
11149636,35603766,neither
11149636,32607472,positive
11149636,23910433,neither
11149636,31695533,positive
11149636,31706191,positive
11149636,31706191,neither
11149636,35282641,positive
11149636,35282641,neither
11149636,12653524,positive
11149636,12653524,neither
11149636,11739821,positive
11149636,11739821,negative
11149636,33934047,positive
11149636,25367475,positive
11149636,33934047,neither
11149636,29852904,positive
11149636,29852904,neither
11149636,21930428,positive
11149636,21930428,neither
11149636,30803831,positive
11149636,30803831,neither
11149636,33704050,positive
11149636,33704050,neither
11149636,32042812,positive
11149636,32042812,neither
7266944,24398230,positive
7266944,24491689,positive
7266944,24491689,neither
7266944,18359324,positive
7266944,18359324,neither
7266944,16585081,positive
7266944,16585081,neither
7266944,20451026,positive
7266944,20451026,neither
7266944,12684302,positive
7266944,12684302,neither
7266944,12642360,positive
7266944,12642360,neither
7266944,26904265,positive
7266944,26904265,neither
7266944,20037502,positive
7266944,20037502,neither
7266944,15301332,positive
7266944,15301332,neither
7266944,20656940,positive
7266944,20656940,neither
7266944,14555572,positive
7266944,14555572,neither
7266944,20656940,negative
7266944,12749557,positive
7266944,12749557,neither
7266944,29991437,positive
7266944,29991437,neither
7266944,29865057,positive
7266944,29865057,neither
7266944,22471867,positive
7266944,22471867,neither
7266944,29733807,positive
7266944,29733807,neither
7266944,22043128,positive
7266944,23814339,positive
7266944,23814339,neither
7266944,22043128,neither
7266944,22547889,positive
7266944,22547889,neither
7266944,28883125,positive
7266944,26768207,positive
7266944,26768207,neither
7266944,29109195,positive
7266944,29109195,neither
7266944,25351477,positive
7266944,1455130,positive
7266944,1455130,neither
7266944,21904249,positive
7266944,21904249,neither
7266944,25356920,positive
7266944,25356920,neither
7266944,10507956,positive
7266944,10507956,neither
7266944,14555572,negative
7266944,31993015,positive
7266944,31993015,negative
7266944,23978011,positive
7266944,23978011,neither
6263296,23223954,positive
6263296,23223954,neither
6263296,12393315,positive
6263296,12393315,neither
6263296,22283361,positive
6263296,22283361,neither
6263296,11580006,positive
6263296,11580006,neither
6263296,20120622,positive
6263296,20120622,neither
6263296,23389990,positive
6263296,23389990,neither
6263296,19107721,positive
6263296,18424196,positive
6263296,18424196,neither
6263296,23278677,positive
6263296,23278677,neither
6263296,19900715,positive
6263296,19900715,neither
6263296,17310869,positive
6263296,17310869,neither
6263296,22483367,positive
6263296,22483367,negative
6263296,15985839,positive
6263296,26564386,positive
6263296,26564386,neither
6263296,25845898,positive
6263296,22526731,positive
6263296,24932142,positive
6263296,31962,positive
6263296,31962,neither
6263296,16390284,positive
6263296,16390284,neither
6263296,23046846,positive
6263296,23046846,neither
6263296,23186732,positive
6263296,23186732,neither
6263296,11476655,positive
6263296,8077451,positive
6263296,8077451,neither
6263296,22738908,positive
6263296,22738908,neither
6263296,14584636,positive
6263296,20412888,positive
6263296,20412888,neither
6263296,20839311,positive
6263296,19444882,positive
6263296,19444882,neither
6263296,22819998,positive
6263296,22819998,negative
6263296,24114887,positive
6263296,24114887,neither
6263296,22505869,positive
6263296,22505869,neither
6263296,15027796,positive
6263296,16618692,positive
6263296,16618692,neither
6263296,17427914,positive
6263296,17427914,neither
6263296,26010113,positive
6263296,26010113,neither
6263296,23046846,negative
6263296,26439674,positive
6263296,26439674,neither
6263296,20127794,positive
6263296,22171201,positive
6263296,22171201,neither
6263296,27977223,positive
6263296,27977223,neither
